text,category,char_length,word_count
How long will a cash withdrawal be pending?,pending_cash_withdrawal,43,8
I do not recognise the card payment.,card_payment_not_recognised,36,7
Can I cancel a transaction?,cancel_transfer,27,5
Will there be a charge for exchanging foreign currency?,exchange_charge,55,9
Do I need to do something to get a new card once it expires?,card_about_to_expire,60,14
Can you tell me why I haven't received my new card?,card_arrival,51,11
I am not recognized by the app.,unable_to_verify_identity,31,7
I'm not sure where my phone is. Can someone else use the app?,lost_or_stolen_phone,61,13
I am seeing a direct debit I wasn't aware of.,direct_debit_payment_not_recognised,45,10
my top up isnt there yet where do i find it,topping_up_by_card,43,11
how can i add money from my amex card,supported_cards_and_currencies,37,9
I'm having trouble with proving my identity.,unable_to_verify_identity,44,7
"When I travel, can it automatically add money in certain intervals?",automatic_top_up,67,11
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking,89,18
If I exchange currencies on a frequent basis can I receive a discount?,exchange_charge,70,13
I would like to get both a Visa and MasterCard?,visa_or_mastercard,47,10
Is there an alternative to a physical card?,getting_virtual_card,43,8
How do I withdraw money?,atm_support,24,5
Who do I contact if there is a direct debit that I did not create.,direct_debit_payment_not_recognised,66,15
I'd like to transfer funds using my credit card.,topping_up_by_card,48,9
"Help me please, I need to top up cash.",top_up_by_cash_or_cheque,38,9
I made a bank transfer but it doesn't seem to have gone through?,balance_not_updated_after_bank_transfer,64,13
How long does it take for a cheque to post to your account?,balance_not_updated_after_cheque_or_cash_deposit,59,13
this verifying the top up is annoying,verify_top_up,37,7
Why won't my top up go through?,top_up_reverted,31,7
Is there a reason my payment is still pending?,pending_card_payment,46,9
Which fiat currencies can I use through this app?,fiat_currency_support,49,9
I need to update my address.,edit_personal_details,28,6
Can I have multiple currencies in my account?,fiat_currency_support,45,8
"My card will expire next month, will I need to order a new one?",card_about_to_expire,63,14
can i see money source?,verify_source_of_funds,23,5
"I received a refund, however I cannot see it in my account",Refund_not_showing_up,58,12
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",transfer_not_received_by_recipient,143,29
Please help! I was mugged and everything stolen. What do I do to stop them from accessing my account?,lost_or_stolen_phone,101,19
"The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM?",card_swallowed,141,30
There is random cash in my account.,cash_withdrawal_not_recognised,35,7
Where's the button to top up with a cheque?,top_up_by_cash_or_cheque,43,9
There are charges on my card that I haven't purchased.,compromised_card,54,10
I have been charged two times for one transaction.,transaction_charged_twice,50,9
What are the restrictions of the disposable cards?,disposable_card_limits,50,8
How long before a check I send clears?,top_up_by_cash_or_cheque,38,8
I have an odd payment in my statement,card_payment_not_recognised,37,8
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,contactless_not_working,143,26
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",wrong_exchange_rate_for_cash_withdrawal,194,38
Can you tell me why my pop-up is still pending?,pending_top_up,47,10
I thought I was going to receive more currency?,wrong_exchange_rate_for_cash_withdrawal,47,9
How do I find my PIN?,get_physical_card,21,6
Am I going to be charged for topping up by transfer?,top_up_by_bank_transfer_charge,52,11
Please help me. I am still waiting on a refund.,Refund_not_showing_up,47,10
"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",beneficiary_not_allowed,172,33
How long will it take for me to get my card?,card_arrival,44,11
I tried to withdraw $100 but only got $20. What happened?,wrong_amount_of_cash_received,57,11
"My payment was put back, I think.",reverted_card_payment?,33,7
The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate,46,8
What ATMs use this card?,atm_support,24,5
I don't recognize this withdrawal on my statement,cash_withdrawal_not_recognised,49,8
There is a payment I don't recognise!,direct_debit_payment_not_recognised,37,7
"I traded some of my money from my native country into an ATM to exchange for foreign currency, and the money I received was a different equating amount!",wrong_exchange_rate_for_cash_withdrawal,152,28
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,transfer_fee_charged,265,53
I lost my card. Can you help me?,lost_or_stolen_card,32,8
Can I add a card back to the app?,card_linking,33,9
What does pending mean on a cash withdrawal?,pending_cash_withdrawal,44,8
How to access my virtual card,getting_virtual_card,29,6
Can you make exchanges using the EUR?,fiat_currency_support,37,7
What are the cards and currencies that you support?,supported_cards_and_currencies,51,9
I want to get a refund.,request_refund,23,6
Need a new passcode.,passcode_forgotten,20,4
Can I open up an account for my child?,age_limit,38,9
"I made a transaction, but I made it to an account I didn't mean to make it to.",cancel_transfer,78,18
how to get new card?,contactless_not_working,20,5
I want to revert a transaction I did this morning,cancel_transfer,49,10
Help me terminate and close my account.,terminate_account,39,7
I was charged several times for something,transaction_charged_twice,41,7
Can I change from AUD to GBP?,exchange_via_app,29,7
My disposable virtual card won't work.,virtual_card_not_working,38,6
I want to transfer money. How do I do that for my account?,transfer_into_account,58,13
What can you use the disposable cards for?,get_disposable_virtual_card,42,8
Is there a way to reset the passcode?,passcode_forgotten,37,8
"My transfer went through, but it seems to be caught up in a pending status. This was very important that it got done quickly, can you give me a status update on how long it will take?",pending_transfer,183,37
Give me just a moment.,neutral,22,5
There are funds in my app that I did not receive.,cash_withdrawal_not_recognised,49,11
I tried to buy something online yesterday and got a message saying declined. I tried again today and got the same message. What's the problem?,declined_transfer,142,25
What is the age limit?,age_limit,22,5
Is there anywhere I can't use my card?,card_acceptance,38,8
How do I get my card back after the ATM swallowed it.,card_swallowed,53,12
The atm didn't give me all my cash,wrong_amount_of_cash_received,34,8
top up is still pending,pending_top_up,23,5
Please tell me why I am having problems transferring to a beneficiary.,beneficiary_not_allowed,70,12
Are visa and mastercard accepted,visa_or_mastercard,32,5
If I live outside of the UK am I still eligible for a card?,country_support,59,14
Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it.,top_up_reverted,117,24
I thought I would have received my new card at this point.,card_arrival,58,12
"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",cash_withdrawal_charge,169,30
What is the timeframe for a transfer in Europe?,transfer_timing,47,9
How can I transfer money into my account?,transfer_into_account,41,8
How do I activate my card to start using it?,activate_my_card,44,10
Why isn't my cash deposit showing up in my account?,balance_not_updated_after_cheque_or_cash_deposit,51,10
I checked my account today and saw that I was charged an extra pound that I did not spend.,extra_charge_on_statement,90,19
How fast can you fix an error in payment? I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,cancel_transfer,142,29
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent. I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",transfer_fee_charged,368,68
One of my payments was doubled,transaction_charged_twice,30,6
I can't get my virtual card to work at all,virtual_card_not_working,42,10
What should I do to top up using my Apple Watch?,apple_pay_or_google_pay,48,11
Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,cancel_transfer,175,34
Can you tell me how to locate my PIN?,get_physical_card,37,9
I hope I have resolved your issue today.,neutral,40,8
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,balance_not_updated_after_cheque_or_cash_deposit,95,21
Tell me how to setup a new PIN.,change_pin,31,8
Do I have a $1 extra fee on the statement?,extra_charge_on_statement,42,10
Why can I not get cash from the ATM?,declined_cash_withdrawal,36,9
Is it possible to hold money in different currencies?,fiat_currency_support,53,9
When will a cash withdrawal show up?,pending_cash_withdrawal,36,7
What steps should I take before my card expires?,card_about_to_expire,48,9
Has there been any activity on my card today?,lost_or_stolen_card,45,9
How long will the transfer take?,pending_transfer,32,6
How much is the charge to top up via credit card?,top_up_by_card_charge,49,11
Can I top-up my card using a bank transfer.,transfer_into_account,43,9
Why hasn't my ID been verified?,unable_to_verify_identity,31,6
How do I replace a card that's going to expire?,card_about_to_expire,47,10
I need to transfer money to my account from another bank,transfer_into_account,56,11
auto-top up option can be found where?,automatic_top_up,38,7
"What about an auto top-up, is that a option?",automatic_top_up,44,9
Can I receive my card anywhere?,order_physical_card,31,6
Why did my card get charged twice for a transaction?,transaction_charged_twice,52,10
I made a purchase recently but I have decided that I'm not buying it and I need to receive my money back. Can you please give me a refund ASAP. It's extremely urgent.,request_refund,166,33
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and was declined?",transaction_charged_twice,243,45
I don't know what this Direct Debit payment on my account is for.,direct_debit_payment_not_recognised,65,13
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,top_up_reverted,149,28
What do I do if I already had a card with you guys?,card_linking,51,13
What countries can I use your services?,country_support,39,7
I only have a card from the US is that okay?,supported_cards_and_currencies,44,11
I believe my top up was reverted.,top_up_reverted,33,7
there is a transfer pending.,pending_transfer,28,5
How much will I be charged for a cross-currency exchange?,exchange_charge,57,10
How old does one need to be?,age_limit,28,7
Yesterday I topped up my card. Why didn't it complete as it still pending?,pending_top_up,74,14
"I think something went wrong, I didn't get the right amount.",wrong_amount_of_cash_received,60,11
"In regards to my card payment, the exchange rate is incorrect.",card_payment_wrong_exchange_rate,62,11
Do I have to go somewhere to activate my card?,activate_my_card,46,10
"As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.",Refund_not_showing_up,158,30
I would like to change my address.,edit_personal_details,34,7
The amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate,61,12
if im not using my account should i close it or just let it sit,terminate_account,63,15
I am being charged a pound out of nowhere. What is this?,extra_charge_on_statement,56,12
Why is my last cheque deposit taking so long?,balance_not_updated_after_cheque_or_cash_deposit,45,9
Does Google Pay offer a top up option?,apple_pay_or_google_pay,38,8
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",transfer_not_received_by_recipient,214,42
"My transfer is pending, why?",pending_transfer,28,5
"I would like to top up my account with a bank transfer, is that allowed?",transfer_into_account,72,15
I need assistance with understanding which fiat currencies that you support.,fiat_currency_support,76,11
This transaction needs both a Visa and a Mastercard.,visa_or_mastercard,52,9
Got only $20 when I tried to withdraw $100.,wrong_amount_of_cash_received,43,9
How can i make my card active?,activate_my_card,30,7
How do I delete my account? I am dissatisfied with the service.,terminate_account,63,12
can I use my card before identity verification?,why_verify_identity,47,8
Do you have a problem with EUR exchanges?,fiat_currency_support,41,8
What does my daughter need to open an account?,age_limit,46,9
Why is my payment in pending status?,pending_card_payment,36,7
Can I cancel a transfer I made,cancel_transfer,30,7
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,transaction_charged_twice,143,27
Why isn't my payment showing?,reverted_card_payment?,29,5
Is it acceptable to use either Visa or Mastercard?,visa_or_mastercard,50,9
Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal,88,17
Are there any top-up limits involved?,top_up_limits,37,6
The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly.,reverted_card_payment?,191,38
I happened to forget my passcode,passcode_forgotten,32,6
How long does a payment show as pending before i should worry about it?,pending_card_payment,71,14
What is a pending cash withdrawal?,pending_cash_withdrawal,34,6
How long is the wait for a money transfer to post?,pending_transfer,50,11
At which locations can I order a card?,order_physical_card,38,8
"I tried to top up, but it didn't finish.",pending_top_up,40,9
i did not get any money but still was charged,wrong_amount_of_cash_received,45,10
"I had a problem with my card payment, can you help?",declined_card_payment,51,11
I didnt get the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal,54,10
I was charged for getting cash.,cash_withdrawal_charge,31,6
I asked for more cash than what was received,wrong_amount_of_cash_received,44,9
How long is US delivery?,card_delivery_estimate,24,5
Why do I need to verify a top-up?,verify_top_up,33,8
How can my friends top up my account?,topping_up_by_card,37,8
Why are fees charged for cash withdrawals? I went to withdraw some money earlier today after shopping. There's a new fee that there.,cash_withdrawal_charge,132,23
Is there any way to cancel my transfer,cancel_transfer,38,8
Someone hacked into my cards account.,compromised_card,37,6
How can my boss pay me directly to the card?,receiving_money,44,10
Please help me set up a new PIN.,change_pin,32,8
Please show me how my friend can send me money.,receiving_money,47,10
The transger I tried to make failed.,failed_transfer,36,7
Why is there a direct debit to my account? I didn't do that.,direct_debit_payment_not_recognised,60,13
"I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country?",change_pin,121,25
Which fiat currencies are supported?,fiat_currency_support,36,5
Is there a fee for adding funds with a credit card?,top_up_by_card_charge,51,11
How do I obtain a second card?,getting_spare_card,30,7
What do I do when a charge has been made that I did not make?,cash_withdrawal_not_recognised,61,15
what is this charge on my card?,direct_debit_payment_not_recognised,31,7
I want a refund,request_refund,15,4
My card is missing. Please help.,lost_or_stolen_card,32,6
Where is the top-up verification code?,verify_top_up,38,6
Is there a way to make my money usable in another country?,exchange_via_app,58,12
What does the decline message mean,declined_transfer,34,6
My statement shows and extra 1$ that was charged to it and I would like to know why.,extra_charge_on_statement,84,18
Why can I not take out cash?,declined_cash_withdrawal,28,7
How do I get this damn virtual card to work?,virtual_card_not_working,44,10
how do i setup my apple pay,apple_pay_or_google_pay,27,7
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card,94,20
Why is it taking so long for my pending transaction to post as cleared?,pending_transfer,71,14
is it just visa or can i also use mastercard?,visa_or_mastercard,45,10
Please tell me why the same transaction is showing up on my account more than once.,transaction_charged_twice,83,16
How long will it take for my transfer to arrive?,transfer_not_received_by_recipient,48,10
Make me understand why I am charged an extra fee when I use the ATM.,cash_withdrawal_charge,68,15
I think my card is broke?,card_not_working,25,6
I withdrew $100 but only received $20,wrong_amount_of_cash_received,37,7
"I was doing a transfer and received a ""decline"" message.",declined_transfer,56,10
How do I link the new card that I just got from you guys?,card_linking,57,14
I did not make this payment that I see in the App.,card_payment_not_recognised,50,12
Help! In the app there is a direct debit that I don't remember.,direct_debit_payment_not_recognised,63,13
What is the process to create a disposable virtual card?,get_disposable_virtual_card,56,10
I don't see the verification code for my card transfer.,verify_top_up,55,10
You have declined my payment.,declined_card_payment,29,5
"I tried to use my debit card, but the payment did not work.",reverted_card_payment?,59,13
My transfer didn't arrive to the recipient,transfer_not_received_by_recipient,42,7
"Can you explain your refund policy, please?",request_refund,43,7
Why has another fee been placed on my statement?,extra_charge_on_statement,48,9
What is the reason why the transfer shows as pending?,pending_transfer,53,10
"My phone was taken yesterday, is there something that I need to do?",lost_or_stolen_phone,67,13
How do I fix a payment that was reverted,reverted_card_payment?,40,9
How do I authenticate my top-up?,verify_top_up,32,6
Can I top-up by cheque?,top_up_by_cash_or_cheque,23,5
I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.,declined_transfer,160,26
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",transaction_charged_twice,124,24
I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.,pending_top_up,180,36
How do I verify my ID?,verify_my_identity,22,6
Why is there an extra 1 fee in my statement?,extra_charge_on_statement,44,10
"My payment has been declined!! What's going on, I thought everything was alright and working well?",declined_card_payment,98,16
Will the system automatically update once there is no more money left?,automatic_top_up,70,12
Please help me get a refund?,request_refund,28,6
what is this fee for transfering,transfer_fee_charged,32,6
I am having trouble transferring money to a beneficiery.,beneficiary_not_allowed,56,9
"I used to know my password, but not anymore.",passcode_forgotten,44,9
I received my salary in the wrong currency. How do I change this?,receiving_money,65,13
Why didn't I get the amount I requested at the ATM?,wrong_amount_of_cash_received,51,11
I have multiple of the same transaction,transaction_charged_twice,39,7
I need my card activated.,activate_my_card,25,5
unhappy with service need to delete account,terminate_account,43,7
I want to take some funds from my other bank account and add them to this one.,transfer_into_account,78,17
Can you convert to EUR?,fiat_currency_support,23,5
Is there any way I could open an account for my daughter?,age_limit,57,12
What time will a transfer from the US take?,transfer_timing,43,9
I got a message that my transfer was declined.,declined_transfer,46,9
Tell me more about getting a virtual disposable card.,get_disposable_virtual_card,53,9
Is it really necessary to verify my Identity?,why_verify_identity,45,8
I need to know why a money transfer is available.,pending_transfer,49,10
What will happen after my card expires?,card_about_to_expire,39,7
What do I do if I find a debit charge that I know I didn't do in my billing statement?,direct_debit_payment_not_recognised,86,20
I don't have a way to prove my identity.,unable_to_verify_identity,40,9
How do I return something for a full refund?,request_refund,44,9
I want to have multiple currencies in my account if possible.,fiat_currency_support,61,11
What does it mean when a payment is pending?,pending_card_payment,44,9
I need to transfer funds from my other bank account into this bank account.,transfer_into_account,75,14
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",cash_withdrawal_charge,255,47
How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,pending_card_payment,141,29
How do I transfer cash my into my account?,transfer_into_account,42,9
Can I change my PIN in Austria?,change_pin,31,7
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient,164,33
I have been charged a pound for something that appears on my statement,extra_charge_on_statement,70,13
Do you support top ups?,top_up_reverted,23,5
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it. Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",unable_to_verify_identity,333,64
Why won't my card work.,card_not_working,23,5
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,top_up_failed,95,18
How are exchange rates calculated at this bank?,exchange_rate,47,8
I need another card for a member of my family. Is this possible? How soon can I get one?,getting_spare_card,88,19
Can I use my salary for this?,receiving_money,29,7
What happens when I am charged twice?,transaction_charged_twice,37,7
A percentage fee was charged to my withdrawal.,cash_withdrawal_charge,46,8
I'm seeing a direct debit payment that is not me.,direct_debit_payment_not_recognised,49,10
I don't see me 'top up' in my wallet,topping_up_by_card,36,9
Why is my identification required?,why_verify_identity,34,5
When can I expect my card? I live in the US.,card_delivery_estimate,44,11
I would like to know more about what a disposable virtual card is?,get_disposable_virtual_card,66,13
I goofed up and used the wrong account. Please help.,cancel_transfer,52,10
There is a payment done with my card which i definitely did not do.Never seen that name before.,card_payment_not_recognised,95,18
why am I being charged a fee for transferring money ?,transfer_fee_charged,53,11
"Would you please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",declined_cash_withdrawal,144,25
My Apple Pay top up with my American Express card is not working? Please tell me why,apple_pay_or_google_pay,84,17
Why was I charged a fee on a cash withdrawal?,cash_withdrawal_charge,45,10
I happened to forget my password,passcode_forgotten,32,6
I wanted to know why there is a transfer of mine pending.,pending_transfer,57,12
"On my app I can see that a direct debit payment that I didn't do, appears.",direct_debit_payment_not_recognised,74,16
"Hi, One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",pending_card_payment,152,30
Is there a way to track the new card you sent me?,card_arrival,49,12
"I'm waiting for a money transfer to show, still.",pending_transfer,48,9
Where can I see where my funds came from?,verify_source_of_funds,41,9
How do I receive more physical cards,getting_spare_card,36,7
Do you accept cheques for top ups?,top_up_by_cash_or_cheque,34,7
Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,cancel_transfer,88,16
Can I electronically transfer funds into my account from my American Express?,supported_cards_and_currencies,77,12
How can I know where did my funds come from?,verify_source_of_funds,44,10
Which fiat currencies are supported for holding and exchanging?,fiat_currency_support,63,9
"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.",beneficiary_not_allowed,123,23
I would like to cancel my order.,request_refund,32,7
Can I top off with a debit card?,supported_cards_and_currencies,32,8
My card is about to expire. How do I order another?,card_about_to_expire,51,11
My top up was rejected. Why?,top_up_reverted,28,6
where can i see money source?,verify_source_of_funds,29,6
Will my new card work outside of the EU?,country_support,40,9
Can I receive payment in another currency?,receiving_money,42,7
What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.,pending_transfer,198,37
Why have I been charged an extra 1?,extra_charge_on_statement,35,8
What identification is required to activate my card?,activate_my_card,52,8
Is there a way to see where my money originally came from?,verify_source_of_funds,58,12
I have an unknown charge.,direct_debit_payment_not_recognised,25,5
Is there a possibility to open an account for my sons and daughters?,age_limit,68,13
"I want to top up from my Apple Watch, can I?",apple_pay_or_google_pay,44,11
What do I do? My card is broken.,card_not_working,32,8
Is it possible to track the card you sent me?,card_arrival,45,10
I can't figure out why a transfer is still pending?,pending_transfer,51,10
Where can I go to get my PIN unblocked?,pin_blocked,39,9
Am I able to have a card sent to China?,card_about_to_expire,39,10
My money I had was gone and I could not get gas!,topping_up_by_card,48,12
"I'm currently not in possession of my phone, is it still possible to go about things normally without access to the app?",lost_or_stolen_phone,120,22
What do I do if I got the wrong amount at the ATM?,wrong_amount_of_cash_received,50,13
Can you tell me where to find top up by cash deposit?,top_up_by_cash_or_cheque,53,12
I did a transfer earlier but see that it failed to go through.,failed_transfer,62,13
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,top_up_failed,119,23
"What are my options for topping up, automatic and/or manual?",automatic_top_up,60,10
Can you tell me why my transfer is pending still?,pending_transfer,49,10
"For the identity check, what kind of documents do I need to have?",verify_my_identity,65,13
There's a $200 withdrawal on my statement that seems fishy to me.,cash_withdrawal_not_recognised,65,12
How long should I wait for top up go go through ?,pending_top_up,49,12
In which countries can I get a card?,country_support,36,8
I tried to top up and suddenly my money disappeared,topping_up_by_card,51,10
Am I gonna be charged for sending out more cards?,getting_spare_card,49,10
"I need to hold money, what currencies can I use?",fiat_currency_support,48,10
What should I do if I can't use my card?,card_not_working,40,10
Why has my transfer been declined?,declined_transfer,34,6
I would love one of the virtual cards!,getting_virtual_card,38,8
How do I order a new card if my current one is about to expire?,card_about_to_expire,63,15
My card is not working when I try to use it.,card_not_working,44,11
What happened to the transfer I did?,balance_not_updated_after_bank_transfer,36,7
"i accidentally entered in my retailers information, what should i do next",transfer_not_received_by_recipient,73,12
Where can I get my currencies exchanged?,exchange_via_app,40,7
When will the check I deposited post to my account?,balance_not_updated_after_cheque_or_cash_deposit,51,10
Where do I go to add a new card?,card_linking,32,9
I'd like to know where my funds come from.,verify_source_of_funds,42,9
Why was my transaction declined?,failed_transfer,32,5
How do I delete an account?,terminate_account,27,6
Can you tell me why my transfer is failing and help resolve?,failed_transfer,60,12
How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer.,balance_not_updated_after_bank_transfer,145,30
The app won't let me transfer money to a beneficiary,beneficiary_not_allowed,52,10
What ATMs can I use my card at?,atm_support,31,8
I can't seem to get my virtual card to work.,virtual_card_not_working,44,10
I was charged a fee when buying stuff with my card.,card_payment_fee_charged,51,11
There is a withdrawal in my account I didn't make.,cash_withdrawal_not_recognised,50,10
Which cash machines will allow me to change my PIN?,change_pin,51,10
When will my top up be approved?,pending_top_up,32,7
"Disaster, I've totally forgotten my passcode, can you help me?",passcode_forgotten,62,10
Can I see the source of my available money?,verify_source_of_funds,43,9
I got cash and the exchange rate should have been different than it ended up being.,wrong_exchange_rate_for_cash_withdrawal,83,16
Got it.,neutral,7,2
I cannot seem to use my card.,card_not_working,29,7
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,top_up_reverted,126,24
How do I order another card?,getting_spare_card,28,6
"I put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?",pending_card_payment,123,27
How do I receive a disposable virtual card?,get_disposable_virtual_card,43,8
When will the money from a transfer be made available on my account?,transfer_timing,68,13
"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?",top_up_reverted,133,25
where did my funds come from?,verify_source_of_funds,29,6
There is a withdrawal on my account I didn't make.,cash_withdrawal_not_recognised,50,10
Why do I need to verify the top-up?,verify_top_up,35,8
Why am I seeing a transfer fee on my bank statement?,transfer_fee_charged,52,11
Top up keeps failing,top_up_failed,20,4
Can I have it delivered on the date I need it delivered?,card_delivery_estimate,56,12
Does the PIN come under separate cover?,get_physical_card,39,7
My app says I withdraw funds from my account through an ATM.,cash_withdrawal_not_recognised,60,12
Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer,48,8
How do I make my card appear on the app?,card_linking,40,10
How long do I need to wait til my top up isn't pending?,pending_top_up,55,13
Weird Direct Debit payment,direct_debit_payment_not_recognised,26,4
Why am I unable to withdrawal cash?,declined_cash_withdrawal,35,7
My cards were stolen,lost_or_stolen_phone,20,4
I am having a huge problem with my card being declined and it's really important that I top-up today. Would you please look into this further and let me know how I can get this fixed?,top_up_failed,183,36
How will I get my card?,card_delivery_estimate,23,6
Why did my payment fail?,declined_card_payment,24,5
The first payment I attempted for my card at the store earlier did not process so I had to make a second attempt. The second time it worked. It now appears I was charged twice. After looking at the app I see a pending charge. Please remove the pending amount because it is clearly not accurate and was declined.,transaction_charged_twice,311,59
I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,declined_transfer,135,22
I'm in China and need a new card. Please help.,card_about_to_expire,46,10
Can somebody else top up my account?,topping_up_by_card,36,7
Am I allowed to transfer money to a beneficiary?,beneficiary_not_allowed,48,9
Would it be possible for me to get a second card?,getting_spare_card,49,11
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,transfer_fee_charged,127,27
Where can I see where funds came from?,verify_source_of_funds,38,8
How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move,pending_card_payment,139,27
What do I do after the ATM takes my card.,card_swallowed,41,10
How do I dispute a direct debit on my account?,direct_debit_payment_not_recognised,46,10
I think I was charged a different exchange rate than what was posted at the time.,wrong_exchange_rate_for_cash_withdrawal,81,16
"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",pending_transfer,160,31
Can I change my PIN?,change_pin,20,5
When will my balance reflect a deposit?,balance_not_updated_after_cheque_or_cash_deposit,39,7
I need a physical card. What are the fees?,order_physical_card,42,9
I am unable to prove my identity,unable_to_verify_identity,32,7
What if I type in the wrong PIN too many times?,pin_blocked,47,11
I was overcharged an additional pound.,extra_charge_on_statement,38,6
Is it normal to be charged an extra fee when paying with my card?,card_payment_fee_charged,65,14
What is the verification process used for?,verify_top_up,42,7
I was supposed to get a refund but I do not see it.,Refund_not_showing_up,51,13
Why am I charged an extra fee on my card?,card_payment_fee_charged,41,10
I am paid by my employer in GBP; do I need to do anything in the app to indicate this?,receiving_money,86,20
"my payment was rejected, do you know why?",declined_card_payment,41,8
You accepts my card?,card_acceptance,20,4
"I tried using a check to update my balance, but it isn't work? Is something wrong?",balance_not_updated_after_cheque_or_cash_deposit,82,16
My card stopped working. How do I check if there is a freeze on it?,card_not_working,67,15
My PIN was entered wrong and now I am blocked. Please unblock.,pin_blocked,62,12
Why is my card payment still a pending transaction?,pending_card_payment,51,9
How long will a transfer from the US take?,transfer_timing,42,9
I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,balance_not_updated_after_cheque_or_cash_deposit,111,23
My card is missing! Help!,lost_or_stolen_card,25,5
My contactless is non-functional.,contactless_not_working,33,4
"I made a bank transfer earlier from my UK account. I don't see it yet, can you check the status?",balance_not_updated_after_bank_transfer,96,20
How do I go about getting a refund?,request_refund,35,8
Can I still use my account without verifying my identity?,why_verify_identity,57,10
What should I do once my card expires?,card_about_to_expire,38,8
please help my transfer go through,failed_transfer,34,6
